name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Sad Sad Sad - Remastered,The Rolling Stones,0.396,0.993,0,-3.815,1,0.0797,0.0105,0.533,0.579,0.531,152.268,audio_features,7FADg5WNyvzaVtMhMpfW0X,spotify:track:7FADg5WNyvzaVtMhMpfW0X,https://api.spotify.com/v1/tracks/7FADg5WNyvzaVtMhMpfW0X,https://api.spotify.com/v1/audio-analysis/7FADg5WNyvzaVtMhMpfW0X,215693,4
Mixed Emotions,The Rolling Stones,0.493,0.956,7,-4.257,1,0.0429,0.0995,0.000295,0.83,0.831,137.091,audio_features,6fKQblT3h0U2ydiDbnsyfa,spotify:track:6fKQblT3h0U2ydiDbnsyfa,https://api.spotify.com/v1/tracks/6fKQblT3h0U2ydiDbnsyfa,https://api.spotify.com/v1/audio-analysis/6fKQblT3h0U2ydiDbnsyfa,278107,4
Terrifying - Remastered,The Rolling Stones,0.607,0.925,2,-5.484,1,0.0468,0.0273,0.0153,0.315,0.913,143.029,audio_features,4l7PeAgUbz5SGUMjIgZ0Ji,spotify:track:4l7PeAgUbz5SGUMjIgZ0Ji,https://api.spotify.com/v1/tracks/4l7PeAgUbz5SGUMjIgZ0Ji,https://api.spotify.com/v1/audio-analysis/4l7PeAgUbz5SGUMjIgZ0Ji,293200,4
Hearts For Sale - Remastered,The Rolling Stones,0.587,0.956,0,-4.613,1,0.0514,0.129,0.00193,0.337,0.606,123.577,audio_features,6jCCteoiDn9CRVsq4hOxm9,spotify:track:6jCCteoiDn9CRVsq4hOxm9,https://api.spotify.com/v1/tracks/6jCCteoiDn9CRVsq4hOxm9,https://api.spotify.com/v1/audio-analysis/6jCCteoiDn9CRVsq4hOxm9,280933,4
Blinded By Love - Remastered,The Rolling Stones,0.633,0.769,9,-6.584,1,0.0247,0.0344,0.00035,0.124,0.767,112.096,audio_features,3bcEhGUqkBcT3LhY7t7w4O,spotify:track:3bcEhGUqkBcT3LhY7t7w4O,https://api.spotify.com/v1/tracks/3bcEhGUqkBcT3LhY7t7w4O,https://api.spotify.com/v1/audio-analysis/3bcEhGUqkBcT3LhY7t7w4O,276973,4
Rock And A Hard Place,The Rolling Stones,0.598,0.957,9,-4.391,0,0.0451,0.00934,5.36e-05,0.0902,0.864,129.082,audio_features,7aZB40a3Zydggr8wJf1lhO,spotify:track:7aZB40a3Zydggr8wJf1lhO,https://api.spotify.com/v1/tracks/7aZB40a3Zydggr8wJf1lhO,https://api.spotify.com/v1/audio-analysis/7aZB40a3Zydggr8wJf1lhO,324493,4
Almost Hear You Sigh - Remastered,The Rolling Stones,0.648,0.815,1,-5.391,0,0.0232,0.275,0.000193,0.076,0.759,102.259,audio_features,2r41JRUZ5Cjcx98ARVI0vo,spotify:track:2r41JRUZ5Cjcx98ARVI0vo,https://api.spotify.com/v1/tracks/2r41JRUZ5Cjcx98ARVI0vo,https://api.spotify.com/v1/audio-analysis/2r41JRUZ5Cjcx98ARVI0vo,277467,4
Continental Drift - Remastered,The Rolling Stones,0.326,0.878,0,-7.672,0,0.0569,0.0123,0.383,0.307,0.756,127.125,audio_features,2hrJ6T9Cv5ygwJcu4LwUCk,spotify:track:2hrJ6T9Cv5ygwJcu4LwUCk,https://api.spotify.com/v1/tracks/2hrJ6T9Cv5ygwJcu4LwUCk,https://api.spotify.com/v1/audio-analysis/2hrJ6T9Cv5ygwJcu4LwUCk,314267,4
Slipping Away - Remastered,The Rolling Stones,0.562,0.762,9,-6.06,1,0.0256,0.215,1.05e-06,0.421,0.616,101.922,audio_features,3s8JGHAZvZKYUPknCIIkJC,spotify:track:3s8JGHAZvZKYUPknCIIkJC,https://api.spotify.com/v1/tracks/3s8JGHAZvZKYUPknCIIkJC,https://api.spotify.com/v1/audio-analysis/3s8JGHAZvZKYUPknCIIkJC,270200,4
One Hit (To The Body) - Remastered,The Rolling Stones,0.586,0.964,11,-3.767,0,0.0944,0.153,2.17e-05,0.688,0.61,138.293,audio_features,32wMZselVhTIaaE3F9txyJ,spotify:track:32wMZselVhTIaaE3F9txyJ,https://api.spotify.com/v1/tracks/32wMZselVhTIaaE3F9txyJ,https://api.spotify.com/v1/audio-analysis/32wMZselVhTIaaE3F9txyJ,283893,4
Fight - Remastered,The Rolling Stones,0.456,0.994,2,-2.688,1,0.0543,0.283,0.0476,0.912,0.452,157.696,audio_features,2o594C6KxSQZ2QV9AD1BOd,spotify:track:2o594C6KxSQZ2QV9AD1BOd,https://api.spotify.com/v1/tracks/2o594C6KxSQZ2QV9AD1BOd,https://api.spotify.com/v1/audio-analysis/2o594C6KxSQZ2QV9AD1BOd,188867,4
Harlem Shuffle - Remastered 2009,The Rolling Stones,0.742,0.94,2,-3.485,1,0.0756,0.0866,0.0279,0.319,0.782,121.747,audio_features,2StkuotzPgX5FpSjMpTvlw,spotify:track:2StkuotzPgX5FpSjMpTvlw,https://api.spotify.com/v1/tracks/2StkuotzPgX5FpSjMpTvlw,https://api.spotify.com/v1/audio-analysis/2StkuotzPgX5FpSjMpTvlw,204427,4
Hold Back - Remastered,The Rolling Stones,0.5,0.997,9,-2.917,0,0.11,0.00403,0.00244,0.368,0.439,144.529,audio_features,4HCZ9pCfjM8rbdnGqDacYD,spotify:track:4HCZ9pCfjM8rbdnGqDacYD,https://api.spotify.com/v1/tracks/4HCZ9pCfjM8rbdnGqDacYD,https://api.spotify.com/v1/audio-analysis/4HCZ9pCfjM8rbdnGqDacYD,232973,4
Too Rude - Remastered,The Rolling Stones,0.614,0.825,9,-5.253,1,0.0689,0.25,2.95e-05,0.0231,0.878,164.866,audio_features,4LW8mXKRjfYLHZGyciaK9O,spotify:track:4LW8mXKRjfYLHZGyciaK9O,https://api.spotify.com/v1/tracks/4LW8mXKRjfYLHZGyciaK9O,https://api.spotify.com/v1/audio-analysis/4LW8mXKRjfYLHZGyciaK9O,190627,4
Winning Ugly - Remastered,The Rolling Stones,0.512,0.93,5,-3.117,1,0.0939,0.359,0.00733,0.689,0.592,134.304,audio_features,1W5BzwkPzhgLlYRqUALLw5,spotify:track:1W5BzwkPzhgLlYRqUALLw5,https://api.spotify.com/v1/tracks/1W5BzwkPzhgLlYRqUALLw5,https://api.spotify.com/v1/audio-analysis/1W5BzwkPzhgLlYRqUALLw5,271667,4
Back To Zero - Remastered,The Rolling Stones,0.677,0.936,7,-4.452,1,0.0985,0.17,0.0102,0.0767,0.696,105.399,audio_features,4IuDn68gDUOvcRzgyyH4aL,spotify:track:4IuDn68gDUOvcRzgyyH4aL,https://api.spotify.com/v1/tracks/4IuDn68gDUOvcRzgyyH4aL,https://api.spotify.com/v1/audio-analysis/4IuDn68gDUOvcRzgyyH4aL,239560,4
Dirty Work - Remastered,The Rolling Stones,0.429,0.974,2,-4.027,1,0.178,0.0779,0.00724,0.0808,0.609,175.237,audio_features,5CVpTEIGs7Vp28QTcnW7Nm,spotify:track:5CVpTEIGs7Vp28QTcnW7Nm,https://api.spotify.com/v1/tracks/5CVpTEIGs7Vp28QTcnW7Nm,https://api.spotify.com/v1/audio-analysis/5CVpTEIGs7Vp28QTcnW7Nm,232867,4
Had It With You - Remastered,The Rolling Stones,0.506,0.985,2,-2.893,1,0.223,0.38,0.377,0.0744,0.444,169.355,audio_features,0WnserBEnvqLnjt0JbyhCN,spotify:track:0WnserBEnvqLnjt0JbyhCN,https://api.spotify.com/v1/tracks/0WnserBEnvqLnjt0JbyhCN,https://api.spotify.com/v1/audio-analysis/0WnserBEnvqLnjt0JbyhCN,198267,4
Sleep Tonight - Remastered,The Rolling Stones,0.49,0.67,5,-5.286,1,0.0281,0.0603,2.91e-05,0.297,0.386,73.884,audio_features,1EmD2jf7qpZGVe7HGVhFbC,spotify:track:1EmD2jf7qpZGVe7HGVhFbC,https://api.spotify.com/v1/tracks/1EmD2jf7qpZGVe7HGVhFbC,https://api.spotify.com/v1/audio-analysis/1EmD2jf7qpZGVe7HGVhFbC,310707,4
Key To The Highway - Piano Instrumental/Remastered 2009,The Rolling Stones,0.46,0.142,7,-24.408,1,0.173,0.994,0.827,0.138,0.444,154.259,audio_features,3As7nxoMY2gOMxVdksIU2F,spotify:track:3As7nxoMY2gOMxVdksIU2F,https://api.spotify.com/v1/tracks/3As7nxoMY2gOMxVdksIU2F,https://api.spotify.com/v1/audio-analysis/3As7nxoMY2gOMxVdksIU2F,33467,4
Undercover Of The Night - Remastered,The Rolling Stones,0.63,0.873,5,-10.619,0,0.0886,0.0193,0.0312,0.506,0.474,122.868,audio_features,08rR0CdyUAzJy3053xCPPG,spotify:track:08rR0CdyUAzJy3053xCPPG,https://api.spotify.com/v1/tracks/08rR0CdyUAzJy3053xCPPG,https://api.spotify.com/v1/audio-analysis/08rR0CdyUAzJy3053xCPPG,272493,4
She Was Hot,The Rolling Stones,0.5,0.904,7,-9.178,1,0.0485,0.0212,0.0865,0.284,0.665,151.778,audio_features,3qz6oTJgEfKvvd2CO74d8g,spotify:track:3qz6oTJgEfKvvd2CO74d8g,https://api.spotify.com/v1/tracks/3qz6oTJgEfKvvd2CO74d8g,https://api.spotify.com/v1/audio-analysis/3qz6oTJgEfKvvd2CO74d8g,281200,4
Tie You Up (The Pain Of Love),The Rolling Stones,0.609,0.858,9,-9.093,1,0.0621,0.231,0.00745,0.475,0.882,117.271,audio_features,4NS9X69Qct0IObCiHcWTex,spotify:track:4NS9X69Qct0IObCiHcWTex,https://api.spotify.com/v1/tracks/4NS9X69Qct0IObCiHcWTex,https://api.spotify.com/v1/audio-analysis/4NS9X69Qct0IObCiHcWTex,255267,4
Wanna Hold You,The Rolling Stones,0.51,0.863,7,-10.668,1,0.0505,0.181,0.00139,0.45,0.769,77.827,audio_features,4rCvFIHP94V7bUYg1ZyT6C,spotify:track:4rCvFIHP94V7bUYg1ZyT6C,https://api.spotify.com/v1/tracks/4rCvFIHP94V7bUYg1ZyT6C,https://api.spotify.com/v1/audio-analysis/4rCvFIHP94V7bUYg1ZyT6C,232293,4
Feel On Baby,The Rolling Stones,0.727,0.633,9,-13.189,0,0.0401,0.0645,0.253,0.0657,0.963,130.971,audio_features,2zJPbDK6iXGLJZt4oTWEVr,spotify:track:2zJPbDK6iXGLJZt4oTWEVr,https://api.spotify.com/v1/tracks/2zJPbDK6iXGLJZt4oTWEVr,https://api.spotify.com/v1/audio-analysis/2zJPbDK6iXGLJZt4oTWEVr,306973,4
Pretty Beat Up,The Rolling Stones,0.581,0.848,2,-9.881,1,0.0354,0.0946,0.674,0.209,0.734,97.352,audio_features,068K0Pa4o6aWZzefuxJ8v3,spotify:track:068K0Pa4o6aWZzefuxJ8v3,https://api.spotify.com/v1/tracks/068K0Pa4o6aWZzefuxJ8v3,https://api.spotify.com/v1/audio-analysis/068K0Pa4o6aWZzefuxJ8v3,244133,4
Too Tough,The Rolling Stones,0.551,0.856,7,-9.721,1,0.0432,0.0118,0.0753,0.383,0.643,139.662,audio_features,4OaFwyqneBSyAGIDFE46HU,spotify:track:4OaFwyqneBSyAGIDFE46HU,https://api.spotify.com/v1/tracks/4OaFwyqneBSyAGIDFE46HU,https://api.spotify.com/v1/audio-analysis/4OaFwyqneBSyAGIDFE46HU,231733,4
All The Way Down,The Rolling Stones,0.578,0.861,4,-9.917,1,0.0578,0.213,0.804,0.426,0.778,142.874,audio_features,49faFxZuSPXOt1GB18oJi0,spotify:track:49faFxZuSPXOt1GB18oJi0,https://api.spotify.com/v1/tracks/49faFxZuSPXOt1GB18oJi0,https://api.spotify.com/v1/audio-analysis/49faFxZuSPXOt1GB18oJi0,192760,4
It Must Be Hell,The Rolling Stones,0.624,0.775,0,-9.074,1,0.0436,0.16,0.714,0.38,0.82,114.447,audio_features,4NzaiJ4seaVHFREN51oTiR,spotify:track:4NzaiJ4seaVHFREN51oTiR,https://api.spotify.com/v1/tracks/4NzaiJ4seaVHFREN51oTiR,https://api.spotify.com/v1/audio-analysis/4NzaiJ4seaVHFREN51oTiR,304267,4
Hang Fire - Remastered,The Rolling Stones,0.461,0.906,9,-4.369,1,0.0356,0.0299,0.0104,0.319,0.939,152.206,audio_features,5HcTLesmMaPr0CkwdbtK0o,spotify:track:5HcTLesmMaPr0CkwdbtK0o,https://api.spotify.com/v1/tracks/5HcTLesmMaPr0CkwdbtK0o,https://api.spotify.com/v1/audio-analysis/5HcTLesmMaPr0CkwdbtK0o,141093,4
Slave - Remastered,The Rolling Stones,0.564,0.862,9,-6.398,1,0.0428,0.115,0.308,0.0493,0.847,133.242,audio_features,0oM5Z3MGSOieWT6ObRQ2Uj,spotify:track:0oM5Z3MGSOieWT6ObRQ2Uj,https://api.spotify.com/v1/tracks/0oM5Z3MGSOieWT6ObRQ2Uj,https://api.spotify.com/v1/audio-analysis/0oM5Z3MGSOieWT6ObRQ2Uj,392800,4
Little T&A - Remastered,The Rolling Stones,0.53,0.888,5,-5.128,1,0.0282,0.132,0.0321,0.425,0.833,136.123,audio_features,7K3rmA4f6NEElsxKEOOt8H,spotify:track:7K3rmA4f6NEElsxKEOOt8H,https://api.spotify.com/v1/tracks/7K3rmA4f6NEElsxKEOOt8H,https://api.spotify.com/v1/audio-analysis/7K3rmA4f6NEElsxKEOOt8H,203173,4
Black Limousine - Remastered,The Rolling Stones,0.511,0.892,0,-4.701,1,0.0588,0.152,0.262,0.638,0.869,108.959,audio_features,0SpNlEAUqNsuij5xi7Z7cQ,spotify:track:0SpNlEAUqNsuij5xi7Z7cQ,https://api.spotify.com/v1/tracks/0SpNlEAUqNsuij5xi7Z7cQ,https://api.spotify.com/v1/audio-analysis/0SpNlEAUqNsuij5xi7Z7cQ,212027,4
Neighbours - Remastered,The Rolling Stones,0.431,0.94,9,-5.868,1,0.0775,0.17,0.00155,0.315,0.759,166.156,audio_features,1nBufEoW7UXvQWgqmNl6Kx,spotify:track:1nBufEoW7UXvQWgqmNl6Kx,https://api.spotify.com/v1/tracks/1nBufEoW7UXvQWgqmNl6Kx,https://api.spotify.com/v1/audio-analysis/1nBufEoW7UXvQWgqmNl6Kx,211467,4
Worried About You - Remastered,The Rolling Stones,0.428,0.636,0,-6.891,1,0.033,0.105,0.000923,0.0865,0.374,85.121,audio_features,02Y7UtZLh7SbhYsYG5N7Rr,spotify:track:02Y7UtZLh7SbhYsYG5N7Rr,https://api.spotify.com/v1/tracks/02Y7UtZLh7SbhYsYG5N7Rr,https://api.spotify.com/v1/audio-analysis/02Y7UtZLh7SbhYsYG5N7Rr,317560,4
Tops - Remastered,The Rolling Stones,0.599,0.715,10,-7.107,1,0.0429,0.108,4.75e-05,0.0834,0.714,80.541,audio_features,0kesmP5jKuavoUDwuoMG3l,spotify:track:0kesmP5jKuavoUDwuoMG3l,https://api.spotify.com/v1/tracks/0kesmP5jKuavoUDwuoMG3l,https://api.spotify.com/v1/audio-analysis/0kesmP5jKuavoUDwuoMG3l,226773,4
Heaven - Remastered,The Rolling Stones,0.617,0.459,1,-9.292,0,0.0368,0.222,0.0415,0.285,0.119,114.497,audio_features,0QVJsWtmgj9SWZaLYiX2i3,spotify:track:0QVJsWtmgj9SWZaLYiX2i3,https://api.spotify.com/v1/tracks/0QVJsWtmgj9SWZaLYiX2i3,https://api.spotify.com/v1/audio-analysis/0QVJsWtmgj9SWZaLYiX2i3,262400,4
No Use In Crying - Remastered,The Rolling Stones,0.636,0.455,9,-6.493,1,0.0338,0.58,0.000523,0.159,0.432,143.853,audio_features,4wa7EsaCIc31OoedVvkVz6,spotify:track:4wa7EsaCIc31OoedVvkVz6,https://api.spotify.com/v1/tracks/4wa7EsaCIc31OoedVvkVz6,https://api.spotify.com/v1/audio-analysis/4wa7EsaCIc31OoedVvkVz6,205173,3
Waiting On A Friend - Remastered 2009,The Rolling Stones,0.606,0.794,0,-6.042,1,0.0282,0.157,0.0406,0.568,0.911,116.93,audio_features,4Wd9pEtEnZNDjgiswGOpJb,spotify:track:4Wd9pEtEnZNDjgiswGOpJb,https://api.spotify.com/v1/tracks/4Wd9pEtEnZNDjgiswGOpJb,https://api.spotify.com/v1/audio-analysis/4Wd9pEtEnZNDjgiswGOpJb,274227,4
Hot Stuff - Remastered 2009,The Rolling Stones,0.788,0.768,4,-7.25,0,0.0601,0.278,0.000161,0.0654,0.852,100.118,audio_features,5rBS5AlKXpdb3tJJ2D8QdW,spotify:track:5rBS5AlKXpdb3tJJ2D8QdW,https://api.spotify.com/v1/tracks/5rBS5AlKXpdb3tJJ2D8QdW,https://api.spotify.com/v1/audio-analysis/5rBS5AlKXpdb3tJJ2D8QdW,320893,4
Hand Of Fate - Remastered,The Rolling Stones,0.62,0.822,0,-4.097,1,0.0276,0.0698,0.0752,0.249,0.712,116.069,audio_features,0t1YlU41vKgWiw3CVVuRbH,spotify:track:0t1YlU41vKgWiw3CVVuRbH,https://api.spotify.com/v1/tracks/0t1YlU41vKgWiw3CVVuRbH,https://api.spotify.com/v1/audio-analysis/0t1YlU41vKgWiw3CVVuRbH,268440,4
Cherry Oh Baby - Remastered,The Rolling Stones,0.835,0.421,7,-8.484,1,0.0787,0.164,0.00307,0.028,0.963,144.024,audio_features,53PIJiUe4MeUitcD4QyiTu,spotify:track:53PIJiUe4MeUitcD4QyiTu,https://api.spotify.com/v1/tracks/53PIJiUe4MeUitcD4QyiTu,https://api.spotify.com/v1/audio-analysis/53PIJiUe4MeUitcD4QyiTu,234200,4
Memory Motel - Remastered,The Rolling Stones,0.357,0.62,5,-6.03,1,0.0353,0.783,3.52e-06,0.15,0.38,81.346,audio_features,744hdHz3CORMz3FcU230C4,spotify:track:744hdHz3CORMz3FcU230C4,https://api.spotify.com/v1/tracks/744hdHz3CORMz3FcU230C4,https://api.spotify.com/v1/audio-analysis/744hdHz3CORMz3FcU230C4,427933,4
Hey Negrita - Remastered,The Rolling Stones,0.695,0.753,5,-5.164,1,0.0388,0.319,0.000685,0.0624,0.798,85.184,audio_features,1OIkKo1avOfiSteUOZgGUd,spotify:track:1OIkKo1avOfiSteUOZgGUd,https://api.spotify.com/v1/tracks/1OIkKo1avOfiSteUOZgGUd,https://api.spotify.com/v1/audio-analysis/1OIkKo1avOfiSteUOZgGUd,299733,4
Melody - Remastered,The Rolling Stones,0.657,0.517,5,-7.25,1,0.0417,0.632,0.00139,0.241,0.574,81.915,audio_features,7EavTa2ie6Ynz7tX8uTeTt,spotify:track:7EavTa2ie6Ynz7tX8uTeTt,https://api.spotify.com/v1/tracks/7EavTa2ie6Ynz7tX8uTeTt,https://api.spotify.com/v1/audio-analysis/7EavTa2ie6Ynz7tX8uTeTt,349893,4
Fool To Cry - Remastered 2009,The Rolling Stones,0.444,0.454,5,-7.434,1,0.0419,0.892,0.0546,0.114,0.236,67.848,audio_features,3T8dfE0azJUmXJA3QlmiZ5,spotify:track:3T8dfE0azJUmXJA3QlmiZ5,https://api.spotify.com/v1/tracks/3T8dfE0azJUmXJA3QlmiZ5,https://api.spotify.com/v1/audio-analysis/3T8dfE0azJUmXJA3QlmiZ5,305400,4
Crazy Mama - Remastered,The Rolling Stones,0.389,0.909,2,-3.705,1,0.0397,0.214,0.00376,0.415,0.781,112.498,audio_features,7hgfj2oMmIoCyX9Gbb3Tti,spotify:track:7hgfj2oMmIoCyX9Gbb3Tti,https://api.spotify.com/v1/tracks/7hgfj2oMmIoCyX9Gbb3Tti,https://api.spotify.com/v1/audio-analysis/7hgfj2oMmIoCyX9Gbb3Tti,275093,4
Send It To Me - Remastered,The Rolling Stones,0.768,0.799,6,-6.079,0,0.0831,0.104,0.0768,0.155,0.731,94.268,audio_features,2wprBQxhga2cJbLZT3TNSs,spotify:track:2wprBQxhga2cJbLZT3TNSs,https://api.spotify.com/v1/tracks/2wprBQxhga2cJbLZT3TNSs,https://api.spotify.com/v1/audio-analysis/2wprBQxhga2cJbLZT3TNSs,222960,4
Let Me Go - Remastered,The Rolling Stones,0.564,0.961,4,-4.358,1,0.0644,0.00928,0.0343,0.146,0.865,148.502,audio_features,2LX0UgtY8RsXCsuZx9HyEU,spotify:track:2LX0UgtY8RsXCsuZx9HyEU,https://api.spotify.com/v1/tracks/2LX0UgtY8RsXCsuZx9HyEU,https://api.spotify.com/v1/audio-analysis/2LX0UgtY8RsXCsuZx9HyEU,231667,4
Indian Girl - Remastered,The Rolling Stones,0.735,0.494,0,-5.93,1,0.039,0.0478,0.0217,0.161,0.467,97.538,audio_features,1E7ApSN0hYXE1QHdx4ogxf,spotify:track:1E7ApSN0hYXE1QHdx4ogxf,https://api.spotify.com/v1/tracks/1E7ApSN0hYXE1QHdx4ogxf,https://api.spotify.com/v1/audio-analysis/1E7ApSN0hYXE1QHdx4ogxf,263373,4
Dance (pt 1) - Remastered,The Rolling Stones,0.74,0.895,1,-4.529,0,0.0415,0.354,0.402,0.0548,0.895,107.411,audio_features,6bSFXLeYbyVR9jGvcRz6vW,spotify:track:6bSFXLeYbyVR9jGvcRz6vW,https://api.spotify.com/v1/tracks/6bSFXLeYbyVR9jGvcRz6vW,https://api.spotify.com/v1/audio-analysis/6bSFXLeYbyVR9jGvcRz6vW,263227,4
Summer Romance - Remastered,The Rolling Stones,0.334,0.975,2,-3.134,1,0.188,0.073,0.269,0.291,0.62,170.035,audio_features,4HIBR3sCOKkYvqKgPONM4A,spotify:track:4HIBR3sCOKkYvqKgPONM4A,https://api.spotify.com/v1/tracks/4HIBR3sCOKkYvqKgPONM4A,https://api.spotify.com/v1/audio-analysis/4HIBR3sCOKkYvqKgPONM4A,196173,4
Where The Boys Go - Remastered,The Rolling Stones,0.49,0.993,4,-3.498,1,0.136,0.266,0.583,0.786,0.821,160.399,audio_features,3SlME8VLYeouyCAKPaTB41,spotify:track:3SlME8VLYeouyCAKPaTB41,https://api.spotify.com/v1/tracks/3SlME8VLYeouyCAKPaTB41,https://api.spotify.com/v1/audio-analysis/3SlME8VLYeouyCAKPaTB41,209373,4
Down In The Hole - Remastered,The Rolling Stones,0.293,0.712,7,-6.122,1,0.0908,0.0119,0.902,0.348,0.249,186.898,audio_features,7m8ho2ixAYs30dPdZ9i0BV,spotify:track:7m8ho2ixAYs30dPdZ9i0BV,https://api.spotify.com/v1/tracks/7m8ho2ixAYs30dPdZ9i0BV,https://api.spotify.com/v1/audio-analysis/7m8ho2ixAYs30dPdZ9i0BV,238093,3
Emotional Rescue - Remastered 2009,The Rolling Stones,0.678,0.621,5,-5.478,1,0.0623,0.111,0.0973,0.0394,0.776,113.389,audio_features,5IATbFZds3cbOx8YxuMuko,spotify:track:5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/tracks/5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/audio-analysis/5IATbFZds3cbOx8YxuMuko,339400,4
She's So Cold - Remastered,The Rolling Stones,0.756,0.843,0,-5.315,1,0.0476,0.4,0.0104,0.0654,0.841,139.51,audio_features,6l9gVPHFaUfigHEiWqSh45,spotify:track:6l9gVPHFaUfigHEiWqSh45,https://api.spotify.com/v1/tracks/6l9gVPHFaUfigHEiWqSh45,https://api.spotify.com/v1/audio-analysis/6l9gVPHFaUfigHEiWqSh45,253507,4
All About You - Remastered,The Rolling Stones,0.62,0.384,5,-9.128,1,0.0259,0.335,0.00611,0.147,0.224,86.727,audio_features,3hfBFgkAVYOozoe9eRJihE,spotify:track:3hfBFgkAVYOozoe9eRJihE,https://api.spotify.com/v1/tracks/3hfBFgkAVYOozoe9eRJihE,https://api.spotify.com/v1/audio-analysis/3hfBFgkAVYOozoe9eRJihE,257933,4
If You Can't Rock Me - Remastered,The Rolling Stones,0.522,0.932,7,-4.215,1,0.0324,0.00132,0.000219,0.362,0.951,125.554,audio_features,167EqdT96epl3Lq3HaLjW2,spotify:track:167EqdT96epl3Lq3HaLjW2,https://api.spotify.com/v1/tracks/167EqdT96epl3Lq3HaLjW2,https://api.spotify.com/v1/audio-analysis/167EqdT96epl3Lq3HaLjW2,227333,4
Ain't Too Proud To Beg - Remastered,The Rolling Stones,0.588,0.906,4,-4.613,1,0.0441,0.686,0.0973,0.425,0.889,128.641,audio_features,657o30OsXhfnfi3IoWHprm,spotify:track:657o30OsXhfnfi3IoWHprm,https://api.spotify.com/v1/tracks/657o30OsXhfnfi3IoWHprm,https://api.spotify.com/v1/audio-analysis/657o30OsXhfnfi3IoWHprm,210560,4
It's Only Rock'n'Roll (But I Like It) - Remastered 2009,The Rolling Stones,0.616,0.957,9,-3.966,1,0.0508,0.501,0.0115,0.318,0.778,128.517,audio_features,668YgsnvdNBHfRscNIBS31,spotify:track:668YgsnvdNBHfRscNIBS31,https://api.spotify.com/v1/tracks/668YgsnvdNBHfRscNIBS31,https://api.spotify.com/v1/audio-analysis/668YgsnvdNBHfRscNIBS31,307440,4
Till The Next Goodbye - Remastered,The Rolling Stones,0.473,0.576,2,-6.872,1,0.0293,0.658,1.59e-05,0.0938,0.518,138.344,audio_features,05Va2Xt5QZInHtqAzlm7R8,spotify:track:05Va2Xt5QZInHtqAzlm7R8,https://api.spotify.com/v1/tracks/05Va2Xt5QZInHtqAzlm7R8,https://api.spotify.com/v1/audio-analysis/05Va2Xt5QZInHtqAzlm7R8,276827,4
Time Waits For No One - Remastered,The Rolling Stones,0.533,0.781,0,-4.602,1,0.0316,0.0784,0.000273,0.063,0.815,118.316,audio_features,3ZQimDj4LetbHs2ry5jAQr,spotify:track:3ZQimDj4LetbHs2ry5jAQr,https://api.spotify.com/v1/tracks/3ZQimDj4LetbHs2ry5jAQr,https://api.spotify.com/v1/audio-analysis/3ZQimDj4LetbHs2ry5jAQr,398107,4
Luxury - Remastered,The Rolling Stones,0.567,0.95,0,-4.742,1,0.0428,0.251,0.00502,0.643,0.757,129.222,audio_features,69q2Yk1JC0e05kask9mTZe,spotify:track:69q2Yk1JC0e05kask9mTZe,https://api.spotify.com/v1/tracks/69q2Yk1JC0e05kask9mTZe,https://api.spotify.com/v1/audio-analysis/69q2Yk1JC0e05kask9mTZe,301240,4
Dance Little Sister - Remastered,The Rolling Stones,0.46,0.961,2,-4.254,1,0.0817,0.00648,0.182,0.27,0.893,152.776,audio_features,0YsBmhlgivhVxWytwq0As4,spotify:track:0YsBmhlgivhVxWytwq0As4,https://api.spotify.com/v1/tracks/0YsBmhlgivhVxWytwq0As4,https://api.spotify.com/v1/audio-analysis/0YsBmhlgivhVxWytwq0As4,251707,4
If You Really Want To Be My Friend - Remastered,The Rolling Stones,0.43,0.652,7,-5.023,1,0.0357,0.531,0.000358,0.068,0.366,148.922,audio_features,5rWMxk6HfjqBhE2yawpk0W,spotify:track:5rWMxk6HfjqBhE2yawpk0W,https://api.spotify.com/v1/tracks/5rWMxk6HfjqBhE2yawpk0W,https://api.spotify.com/v1/audio-analysis/5rWMxk6HfjqBhE2yawpk0W,376293,4
Short And Curlies - Remastered,The Rolling Stones,0.463,0.768,0,-4.493,1,0.0424,0.484,0.106,0.658,0.896,118.77,audio_features,4JdHP05cgzjSqYEOxBFZvd,spotify:track:4JdHP05cgzjSqYEOxBFZvd,https://api.spotify.com/v1/tracks/4JdHP05cgzjSqYEOxBFZvd,https://api.spotify.com/v1/audio-analysis/4JdHP05cgzjSqYEOxBFZvd,163467,4
Fingerprint File - Remastered,The Rolling Stones,0.638,0.782,10,-7.04,1,0.0515,0.208,0.0607,0.274,0.854,104.716,audio_features,0tjrkys3lafEmt5PIRyx0P,spotify:track:0tjrkys3lafEmt5PIRyx0P,https://api.spotify.com/v1/tracks/0tjrkys3lafEmt5PIRyx0P,https://api.spotify.com/v1/audio-analysis/0tjrkys3lafEmt5PIRyx0P,393333,4
